id_evaluacion,id_registro,id_usuario,nombre,edad,genero,id_contexto,origen,actividad,ubicacion,descripcion,fecha_hora,valencia,activacion,comentario,intensidad,intensidad_normalizada,cuadrante,etiqueta_emocional
2469,5073,20,Agustín Álvarez,18,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-21 09:35:00,0.09,0.54,Continuó trabajando con apoyo parcial,0.5474486277268398,0.38710463701691816,Positiva-Alta,Alerta
2470,5833,21,Camila Torres,41,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-14 14:01:00,0.66,-0.55,Encontró una solución funcional,0.8591274643497321,0.6074948559452994,Positiva-Baja,Calmo
2471,30,22,Emiliano Ferreira,24,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-10 17:52:00,-0.13,0.16,Continuó trabajando con apoyo parcial,0.20615528128088303,0.1457737973711325,Centro,Neutro
2472,1489,23,Florencia Molina,33,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-05 10:16:00,0.01,0.17,Analizó ejemplos antes de resolver,0.17029386365926402,0.12041594578792296,Centro,Neutro
2473,4459,24,Ignacio Ríos,32,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-24 17:43:00,-0.1,0.43,Realizó la actividad sin comentarios especiales,0.4414748010928823,0.3121698255757593,Negativa-Alta,Alerta
2474,429,25,Julieta Cabrera,34,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-04 17:26:00,0.06,0.04,Revisó materiales del curso,0.07211102550927978,0.05099019513592784,Centro,Neutro
2475,5106,1,Ana Pérez,35,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-25 12:50:00,-0.11,0.95,Continuó trabajando con apoyo parcial,0.9563472172804185,0.6762396025078684,Negativa-Alta,Tenso
2476,5066,2,Bruno Gómez,39,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-09 10:35:00,-0.42,0.32,Se bloqueó durante la ejecución del código,0.5280151512977634,0.3733630940518894,Negativa-Alta,Frustrado
2477,1545,3,Carla Rodríguez,40,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-17 12:26:00,0.19,0.48,Realizó la actividad sin comentarios especiales,0.5162363799656122,0.36503424496887954,Positiva-Alta,Alerta
2478,4302,4,Diego Fernández,26,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-19 15:12:00,0.08,0.09,Revisó materiales del curso,0.12041594578792295,0.085146931829632,Centro,Neutro
2479,4207,5,Elena Silva,32,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-28 09:03:00,-0.98,0.39,Mostró frustración ante errores repetidos,1.0547511554864493,0.7458216945088147,Negativa-Alta,Frustrado
2480,592,6,Federico Martínez,34,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-15 14:16:00,-0.12,0.61,Revisó materiales del curso,0.6216912416947822,0.43960209280666535,Negativa-Alta,Tenso
2481,1482,7,Gabriela López,35,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-25 09:40:00,-0.1,-0.22,Registró una respuesta breve,0.24166091947189144,0.17088007490635063,Centro,Neutro
2482,45,8,Hernán Cardozo,42,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-30 16:51:00,0.57,0.58,Avanzó sin mayores dificultades,0.813203541556479,0.5750217387195027,Positiva-Alta,Entusiasta
2483,141,9,Inés Acosta,36,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-16 15:48:00,-0.32,0.61,Se sintió presionado por el tiempo,0.6888396039717809,0.4870831551183021,Negativa-Alta,Frustrado
2484,2517,10,Joaquín Suárez,25,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-20 12:36:00,0.14,0.33,Revisó materiales del curso,0.3584689665786984,0.25347583711273153,Positiva-Alta,Alerta
2485,3603,11,Lucía Méndez,22,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-30 15:39:00,0.07,-0.01,Revisó materiales del curso,0.07071067811865477,0.05,Centro,Neutro
2486,1641,12,Martín Castro,39,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-07 10:31:00,0.18,0.3,Registró una respuesta breve,0.34985711369071804,0.24738633753705963,Positiva-Alta,Alerta
2487,5031,13,Natalia Ramos,36,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-30 11:22:00,-0.04,0.5,Registró una respuesta breve,0.5015974481593781,0.354682957019364,Negativa-Alta,Alerta
2488,2688,14,Octavio Varela,37,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-09 14:45:00,0.04,0.11,Analizó ejemplos antes de resolver,0.11704699910719625,0.08276472678623424,Centro,Neutro
2489,554,15,Paula Costa,22,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-04-15 14:07:00,0.28,-0.33,Continuó trabajando con apoyo parcial,0.43278170016764805,0.3060228749619871,Positiva-Baja,Cansado
2490,4052,16,Rafael Sosa,18,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-22 11:11:00,0.4,0.26,Terminó la actividad con seguridad,0.47707441767506253,0.33734255586866,Positiva-Alta,Calmo
2491,1135,17,Sofía Díaz,19,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-16 15:06:00,-0.37,0.44,Se sintió presionado por el tiempo,0.5748912940721924,0.40650953248355687,Negativa-Alta,Frustrado
2492,5584,18,Tomás Moreira,19,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-03 09:11:00,-0.67,-0.2,Se bloqueó durante la ejecución del código,0.6992138442565337,0.49441885077330944,Negativa-Baja,Triste
2493,532,19,Valentina Benítez,32,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-16 09:15:00,0.39,-0.56,Terminó la actividad con seguridad,0.6824221567329127,0.48254533465779154,Positiva-Baja,Calmo
2494,3008,20,Agustín Álvarez,18,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-16 11:59:00,0.51,0.26,Se mostró motivado durante la tarea,0.5724508712544685,0.4047838929601819,Positiva-Alta,Calmo
2495,2145,21,Camila Torres,41,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-23 17:47:00,-0.39,0.19,Se bloqueó durante la ejecución del código,0.4338202392696772,0.30675723300355934,Negativa-Alta,Triste
2496,2187,22,Emiliano Ferreira,24,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-09 13:14:00,-0.04,0.45,Registró una respuesta breve,0.4517742799230607,0.3194526568992657,Negativa-Alta,Alerta
2497,3076,23,Florencia Molina,33,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-28 14:08:00,-0.07,0.0,Completó una etapa intermedia,0.07,0.049497474683058325,Centro,Neutro
2498,5765,24,Ignacio Ríos,32,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-06 17:37:00,0.93,0.82,Recibió una devolución positiva,1.2398790263570072,0.8767268673880139,Positiva-Alta,Entusiasta
2499,737,25,Julieta Cabrera,34,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-24 14:39:00,-0.04,0.36,Continuó trabajando con apoyo parcial,0.36221540552549664,0.2561249694973139,Negativa-Alta,Alerta
2500,4887,1,Ana Pérez,35,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-21 16:30:00,0.3,-0.44,Analizó ejemplos antes de resolver,0.5325410782277739,0.37656340767525454,Positiva-Baja,Calmo
2501,1877,2,Bruno Gómez,39,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-16 08:03:00,0.21,-0.41,Completó una etapa intermedia,0.4606517122512408,0.32572994949804657,Positiva-Baja,Cansado
2502,3561,3,Carla Rodríguez,40,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-06 12:12:00,0.12,0.05,Sin comentario,0.13,0.09192388155425117,Centro,Neutro
2503,1392,4,Diego Fernández,26,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-13 10:23:00,-0.22,0.7,Analizó ejemplos antes de resolver,0.7337574531137656,0.5188448708429139,Negativa-Alta,Tenso
2504,3859,5,Elena Silva,32,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-08 11:46:00,0.09,-0.2,Analizó ejemplos antes de resolver,0.2193171219946131,0.1550806241927082,Centro,Neutro
2505,772,6,Federico Martínez,34,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-09 14:42:00,0.23,-0.6,Registró una respuesta breve,0.6425729530566938,0.4543676925134532,Positiva-Baja,Cansado
2506,3867,7,Gabriela López,35,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-28 10:44:00,0.57,0.9,Se mostró motivado durante la tarea,1.0653168542738822,0.7532927717693831,Positiva-Alta,Entusiasta
2507,1435,8,Hernán Cardozo,42,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-16 09:13:00,-0.04,0.06,Sin comentario,0.07211102550927978,0.05099019513592784,Centro,Neutro
2508,3726,9,Inés Acosta,36,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-21 11:50:00,0.31,-0.89,Encontró una solución funcional,0.942443632266673,0.6664082832618454,Positiva-Baja,Calmo
2509,1385,10,Joaquín Suárez,25,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-22 17:57:00,0.24,-0.11,Revisó materiales del curso,0.2640075756488817,0.1866815470259447,Centro,Neutro
2510,253,11,Lucía Méndez,22,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-26 09:31:00,-0.09,-0.08,Registró una respuesta breve,0.12041594578792295,0.085146931829632,Centro,Neutro
2511,4631,12,Martín Castro,39,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-20 12:41:00,0.55,0.67,Avanzó sin mayores dificultades,0.8668333173107735,0.6129437168288782,Positiva-Alta,Entusiasta
2512,3848,13,Natalia Ramos,36,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-09 17:07:00,-0.27,0.36,Completó una etapa intermedia,0.45,0.31819805153394637,Negativa-Alta,Alerta
2513,1561,14,Octavio Varela,37,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-04-24 16:57:00,0.67,0.68,Recibió una devolución positiva,0.9546203433826456,0.6750185182644992,Positiva-Alta,Entusiasta
2514,1565,15,Paula Costa,22,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-04-27 13:19:00,-0.56,0.34,No logró completar la actividad a tiempo,0.6551335741663681,0.4632493928760188,Negativa-Alta,Frustrado
2515,148,16,Rafael Sosa,18,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-18 09:37:00,0.32,0.42,Recibió una devolución positiva,0.5280151512977634,0.3733630940518894,Positiva-Alta,Entusiasta
2516,2321,17,Sofía Díaz,19,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-29 17:54:00,-0.3,0.36,Mostró frustración ante errores repetidos,0.46861498055439926,0.3313608305156178,Negativa-Alta,Frustrado
2517,1891,18,Tomás Moreira,19,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-22 13:09:00,-0.04,0.28,Analizó ejemplos antes de resolver,0.28284271247461906,0.2,Centro,Neutro
2518,4159,19,Valentina Benítez,32,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-16 11:43:00,0.23,0.46,Registró una respuesta breve,0.5142956348249517,0.3636619309193636,Positiva-Alta,Alerta
2519,3675,20,Agustín Álvarez,18,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-22 08:20:00,-0.38,0.61,Mostró frustración ante errores repetidos,0.718679344353238,0.5081830378908765,Negativa-Alta,Frustrado
2520,4770,21,Camila Torres,41,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-14 16:38:00,-0.37,0.76,Se bloqueó durante la ejecución del código,0.8452810183601664,0.5977039400907442,Negativa-Alta,Frustrado
2521,4128,22,Emiliano Ferreira,24,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-14 08:00:00,0.23,-0.16,Revisó materiales del curso,0.28017851452243797,0.19811612756158947,Centro,Neutro
2522,5983,23,Florencia Molina,33,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-04 15:14:00,0.06,-0.27,Realizó la actividad sin comentarios especiales,0.27658633371878666,0.19557607215607947,Centro,Neutro
2523,1883,24,Ignacio Ríos,32,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-01 12:52:00,-0.1,0.36,Analizó ejemplos antes de resolver,0.3736308338453881,0.2641968962724581,Negativa-Alta,Alerta
2524,5454,25,Julieta Cabrera,34,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-12 11:38:00,0.17,0.11,Registró una respuesta breve,0.2024845673131659,0.14317821063276354,Centro,Neutro
2525,5114,1,Ana Pérez,35,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-28 15:57:00,-0.3,0.91,Tuvo dificultades para avanzar,0.9581753492967767,0.6775322870535396,Negativa-Alta,Frustrado
2526,5849,2,Bruno Gómez,39,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-04-13 08:21:00,0.92,0.95,Comprendió el problema planteado,1.3224598292575847,0.9351203131148419,Positiva-Alta,Entusiasta
